0.99998,0,-0.006367
0.85551,0,-0.51778
0.73428,0,0.67885
0.17167,0,-0.98515
0.99991,0,-0.013726
0.59638,0,0.8027
0.83933,0,0.54362
0.99182,0,0.12761
0.15844,0,-0.98737
0.94796,0,0.3184
0.8681,0,0.49638
0.95405,0,0.29963
0.86281,0,-0.50553
0.80377,0,-0.59493
0.9876,0,0.15697
-0.33352,0,-0.94274
0.64483,0,-0.76432
0.92449,0,0.38121
0.51464,0,-0.8574
0.058998,0,0.99826
0.8909,0,0.4542
-0.2481,0,0.96873
0.21471,0,0.97668
0.5475,0,-0.8368
-0.85242,0,-0.52286
0.91333,0,-0.40723
0.76929,0,0.6389
-0.45282,0,-0.8916
0.97529,0,-0.22094
0.98362,0,-0.18023
-0.76362,0,0.64567
-0.090397,0,-0.99591
0.40016,0,-0.91644
0.99022,0,-0.1395
-0.17172,0,-0.98515
0.88145,0,0.47228
-0.34561,0,-0.93838
-0.99018,0,-0.13981
-0.42162,0,-0.90677
-0.15646,0,0.98768
0.40224,0,0.91554
-0.22895,0,0.97344
0.59225,0,-0.80575
0.99489,0,-0.10098
0.87286,0,-0.48798
-0.734,0,-0.67915
0.75494,0,0.6558
0.089095,0,-0.99602
-0.11769,0,-0.99305
0.21557,0,0.97649
0.62265,0,0.7825
-0.036921,0,-0.99932
-0.33071,0,0.94373
0.38357,0,-0.92351
-0.1048,0,-0.99449
-0.79356,0,-0.60849
-0.63661,0,-0.77119
-0.60334,0,-0.79749
-0.72882,0,0.6847
0.64554,0,-0.76373
-0.7566,0,0.65388
-0.53368,0,-0.84569
-0.25714,0,0.96638
-0.16658,0,0.98603
-0.67062,0,0.7418
-0.05893,0,-0.99826
-0.99562,0,-0.093466
-0.89673,0,-0.44257
-0.99881,0,0.048674
-0.4343,0,-0.90077
-0.94986,0,-0.31268
0.17344,0,-0.98484
-0.71546,0,0.69865
-0.39041,0,0.92064
-0.035681,0,-0.99936
-0.99883,0,-0.048435
-0.93043,0,0.36647
-0.91461,0,-0.40433
-0.97805,0,-0.20836
-0.99491,0,0.10077
-0.26658,0,0.96381
-0.95453,0,0.2981
-0.99874,0,-0.050134
-0.89283,0,0.4504
-0.80345,0,0.59538
-0.79356,0,-0.60849
0.11953,0,0.99283
-0.99824,0,-0.059373
-0.99988,0,-0.015772
0.47863,0,0.87802
-0.92477,0,-0.38052
-0.99697,0,0.077788
0.9779,0,0.20908
0.99416,0,0.10796
