Rescaled Video Data:
2.11507, 1.85942
2.11524, 1.86892
2.11665, 1.88874
2.13585, 1.87547
2.12321, 1.88181
2.10973, 1.88305
2.09727, 1.8818
2.10469, 1.86352
2.10085, 1.85751
2.10839, 1.85227
2.12643, 1.85183
2.13, 1.86081
2.13135, 1.88881
2.12612, 1.89688
2.11779, 1.90226
2.10685, 1.89325
2.09803, 1.8919
2.09017, 1.88905
2.08591, 1.87104
2.09326, 1.86194
2.09723, 1.84311
2.14357, 1.88996
2.15321, 1.8757
2.14474, 1.86883
2.1415, 1.87009
2.13994, 1.86077
2.14112, 1.89989
2.13743, 1.90432
2.12768, 1.91002
2.10541, 1.90551
2.09755, 1.90414
2.09044, 1.89733
2.08184, 1.88971
2.08222, 1.88181
2.07045, 1.88178
2.14632, 1.90485
2.15542, 1.89604
2.15127, 1.88269
2.14694, 1.88115
2.15756, 1.86769
2.15171, 1.86126
2.14753, 1.85665
2.07428, 1.89462
2.06879, 1.88793
2.11238, 1.87841
Animation Data:
2.11508, 1.85947
2.1155, 1.86924
2.11709, 1.88898
2.13267, 1.87425
2.12315, 1.88186
2.10995, 1.88287
2.09717, 1.88172
2.10446, 1.86359
2.10067, 1.85746
2.10887, 1.85237
2.1261, 1.85193
2.12983, 1.86074
2.13178, 1.88862
2.12617, 1.89688
2.11795, 1.90242
2.10685, 1.89341
2.09796, 1.89183
2.09006, 1.88934
2.08557, 1.87119
2.09307, 1.86186
2.09738, 1.84293
2.14393, 1.88992
2.14806, 1.88942
2.14003, 1.86524
2.14003, 1.86524
2.14003, 1.86161
2.14099, 1.89998
2.1376, 1.90379
2.12757, 1.90999
2.10528, 1.90574
2.09737, 1.90412
2.0903, 1.89708
2.08169, 1.88945
2.08222, 1.88181
2.07079, 1.88178
2.14617, 1.90498
2.1526, 1.89529
2.14806, 1.88942
2.14667, 1.88919
2.14003, 1.86524
2.14036, 1.86252
2.14008, 1.85976
2.07451, 1.89473
2.06901, 1.88757
2.11258, 1.87831
2.11514, 1.85934
2.11556, 1.86911
2.11716, 1.88885
2.13273, 1.87413
2.12322, 1.88174
2.11001, 1.88273
2.09723, 1.88156
2.10452, 1.86345
2.10073, 1.85731
2.10893, 1.85223
2.12616, 1.8518
2.12989, 1.86062
2.13185, 1.88852
2.12623, 1.89677
2.118, 1.9023
2.10691, 1.89327
2.09802, 1.89167
2.09012, 1.88918
2.08563, 1.87103
2.09312, 1.86171
2.09744, 1.84279
2.144, 1.88985
2.14813, 1.88936
2.14009, 1.86511
2.14009, 1.86511
2.14009, 1.86149
2.14105, 1.89992
2.13765, 1.90371
2.12761, 1.90988
2.10533, 1.90559
2.09742, 1.90396
2.09035, 1.89692
2.08174, 1.88927
2.08228, 1.88164
2.07083, 1.88159
2.14622, 1.90492
2.15265, 1.89524
2.14813, 1.88936
2.14674, 1.88913
2.14009, 1.86511
2.14042, 1.86239
2.14014, 1.85963
2.07457, 1.89452
2.06904, 1.88737
2.11265, 1.87817
2.11535, 1.85888
2.11574, 1.86866
2.1173, 1.88842
2.1329, 1.87373
2.12338, 1.88133
2.11017, 1.88227
2.09739, 1.88107
2.10471, 1.86297
2.10094, 1.85683
2.10915, 1.85177
2.12637, 1.85138
2.13008, 1.86021
2.132, 1.88815
2.12636, 1.89638
2.11811, 1.90187
2.10704, 1.8928
2.09816, 1.89118
2.09026, 1.88867
2.0858, 1.8705
2.09332, 1.86119
2.09768, 1.84229
2.14416, 1.88955
2.14829, 1.88907
2.14028, 1.86472
2.14028, 1.86472
2.14028, 1.8611
2.14118, 1.8996
2.13777, 1.90338
2.1277, 1.90949
2.10544, 1.90512
2.09753, 1.90347
2.09048, 1.89642
2.08188, 1.88874
2.08243, 1.88111
2.07099, 1.88102
2.14632, 1.90463
2.15279, 1.89498
2.14829, 1.88907
2.1469, 1.88884
2.14028, 1.86472
2.14061, 1.86201
2.14034, 1.85925
2.0747, 1.89398
2.06919, 1.8868
2.11281, 1.87773
2.11562, 1.8589
2.116, 1.86867
2.11751, 1.88842
2.13315, 1.87377
2.1236, 1.88134
2.11039, 1.88226
2.09762, 1.88104
2.10498, 1.86296
2.10121, 1.85681
2.10944, 1.85176
2.12667, 1.85141
2.13036, 1.86024
2.1322, 1.88817
2.12655, 1.89639
2.11829, 1.90187
2.10724, 1.89279
2.09836, 1.89115
2.09047, 1.88862
2.08605, 1.87045
2.09359, 1.86116
2.09799, 1.84227
2.14436, 1.88957
2.14848, 1.8891
2.14054, 1.86478
2.14054, 1.86478
2.14056, 1.86116
2.14136, 1.89962
2.13794, 1.9034
2.12786, 1.9095
2.10561, 1.9051
2.09771, 1.90344
2.09067, 1.89637
2.08209, 1.88868
2.08266, 1.88104
2.07121, 1.88094
2.1465, 1.90466
2.15297, 1.895
2.14848, 1.8891
2.1471, 1.88886
2.14054, 1.86478
2.14088, 1.86207
2.14062, 1.85931
2.07489, 1.89389
2.06939, 1.88672
2.11305, 1.87772
2.11584, 1.85883
2.1162, 1.86861
2.11766, 1.88837
2.13333, 1.87375
2.12378, 1.88131
2.11056, 1.8822
2.09779, 1.88094
2.10519, 1.86288
2.10144, 1.85672
2.10967, 1.85169
2.12689, 1.85137
2.13057, 1.86022
2.13236, 1.88816
2.12668, 1.89637
2.11841, 1.90183
2.10739, 1.89272
